1062863;-1.25;-0.154;0.9;1.483229535
1062863;-0.7134;-0.154;2.5;1.483229535
1062863;1;-0.154;0.9;4
1062863;0.5;-0.154;0.9;1.483229535
1062863;-0.7134;-0.154;2;2.5
550000;-0.7134;-0.154;0.9;1.483229535
